id,carat,cut,color,clarity,depth,table,x,y,z,price
4234,1.2,Premium,I,SI1,61.1,58.0,6.88,6.8,4.18,5510
4235,0.33,Ideal,J,VS1,61.9,54.3,4.45,4.47,2.76,456
4236,0.3,Good,G,IF,63.8,55.0,4.28,4.24,2.72,956
4237,1.14,Very Good,G,VS2,63.2,58.0,6.67,6.63,4.2,6803
4238,0.77,Ideal,D,SI1,61.4,56.0,5.9,5.93,3.63,2996
4239,0.92,Premium,F,SI1,62.0,60.0,6.26,6.19,3.86,3910
4240,0.23,Very Good,E,VVS1,62.2,59.0,3.92,3.96,2.45,465
4241,1.0,Good,G,SI2,64.2,57.0,6.25,6.27,4.02,3906
4242,1.7,Very Good,I,VS1,59.8,59.0,7.7,7.79,4.63,12622
4243,0.38,Ideal,I,VVS1,61.6,56.0,4.68,4.71,2.89,791
4244,1.14,Premium,H,SI1,59.3,59.0,6.8,6.76,4.02,5458
4245,0.41,Premium,F,VVS1,62.1,56.0,4.79,4.78,2.97,1356
4246,1.06,Ideal,F,VVS2,62.1,57.0,6.5,6.54,4.05,8954
4247,1.53,Premium,J,VVS1,61.6,59.0,7.39,7.35,4.54,9555
4248,1.03,Premium,E,VS1,61.4,58.0,6.52,6.58,4.02,7677
4249,0.3,Ideal,I,VS1,62.3,55.0,4.3,4.34,2.69,457
4250,0.7,Ideal,G,VS2,62.1,57.0,5.66,5.7,3.53,2536
4251,0.36,Very Good,F,VS2,63.1,56.0,4.5,4.53,2.85,634
4252,0.3,Premium,G,VS2,61.9,58.0,4.3,4.33,2.67,526
4253,0.58,Premium,H,SI1,59.7,57.0,5.47,5.41,3.25,1332
4254,0.51,Very Good,J,SI1,63.2,56.0,5.06,5.1,3.21,977
4255,1.01,Good,F,SI1,57.8,58.0,6.65,6.6,3.83,4989
4256,0.91,Very Good,E,VS2,62.2,60.0,6.13,6.21,3.84,4759
4257,0.54,Ideal,F,VS2,60.1,56.0,5.28,5.31,3.18,1662
4258,0.3,Very Good,H,SI1,61.2,62.0,4.28,4.31,2.63,421
4259,0.3,Very Good,H,SI1,62.9,59.0,4.24,4.28,2.68,432
4260,0.51,Very Good,F,SI1,61.8,57.0,5.1,5.13,3.16,1374
4261,0.3,Very Good,D,SI1,63.4,54.0,4.31,4.27,2.72,662
4262,1.75,Ideal,G,VS2,62.1,57.0,7.73,7.69,4.79,16803
4263,0.36,Ideal,E,VS2,61.5,56.2,4.56,4.6,2.82,801
4264,0.9,Very Good,H,VS2,62.6,59.0,6.07,6.16,3.83,5502
4265,0.3,Ideal,F,VS2,61.9,55.0,4.31,4.32,2.67,605
4266,0.9,Good,I,SI1,63.8,57.0,6.06,6.13,3.89,2823
4267,0.3,Premium,E,VVS2,61.9,59.0,4.32,4.27,2.66,1013
4268,0.81,Very Good,G,SI2,62.7,56.0,5.91,5.96,3.72,2649
4269,2.01,Very Good,J,SI1,62.2,59.0,7.93,8.01,4.96,12084
4270,0.41,Ideal,D,SI2,62.6,57.0,4.72,4.77,2.97,656
4271,1.53,Premium,G,SI1,62.3,58.0,7.35,7.3,4.56,11421
4272,1.53,Ideal,G,VS1,60.5,57.0,7.42,7.52,4.51,16311
4273,0.63,Good,F,VS1,61.6,60.7,5.46,5.52,3.38,2188
4274,0.31,Ideal,G,VVS1,62.5,54.0,4.37,4.33,2.72,1046
4275,0.31,Ideal,E,VS1,61.4,57.0,4.37,4.32,2.67,942
4276,0.41,Very Good,J,VS1,61.3,59.0,4.74,4.78,2.92,647
4277,0.73,Good,F,SI1,64.3,59.0,5.67,5.62,3.63,2435
4278,0.7,Premium,F,VS2,61.6,60.0,5.65,5.59,3.46,2762
4279,0.42,Ideal,G,SI1,62.0,54.0,4.85,4.82,3.0,799
4280,2.1,Premium,I,SI1,61.5,57.0,8.25,8.21,5.06,15007
4281,1.26,Very Good,J,SI1,61.8,58.0,6.88,6.91,4.26,4989
4282,1.54,Fair,F,SI2,64.4,60.0,7.26,7.16,4.64,7848
4283,1.02,Very Good,D,SI1,62.8,56.0,6.39,6.44,4.03,6047
4284,0.44,Ideal,G,IF,62.2,53.0,4.9,4.94,3.06,1348
4285,0.51,Ideal,D,VS2,60.5,56.0,5.2,5.21,3.15,1644
4286,1.21,Very Good,H,SI2,61.1,55.7,6.87,6.92,4.21,5989
4287,1.01,Very Good,D,SI2,63.4,57.0,6.4,6.31,4.03,4472
4288,0.4,Very Good,H,SI1,62.9,56.0,4.65,4.7,2.94,666
4289,0.49,Premium,E,SI2,61.7,57.0,5.08,5.06,3.13,949
4290,1.16,Ideal,I,SI1,61.5,60.0,6.76,6.71,4.14,4742
4291,0.81,Ideal,E,SI1,61.3,57.0,6.08,6.03,3.71,3338
4292,0.71,Good,H,VS1,63.6,55.0,5.58,5.65,3.57,2315
4293,1.46,Good,E,VS2,63.9,57.0,7.06,7.12,4.53,11851
4294,1.6,Ideal,F,VS1,60.5,57.0,7.6,7.63,4.61,18571
4295,0.72,Premium,E,SI2,61.7,58.0,5.79,5.74,3.56,2125
4296,1.23,Ideal,J,VS1,62.2,55.0,6.83,6.86,4.26,6100
4297,1.22,Premium,E,SI2,61.5,58.0,6.81,6.85,4.2,6237
4298,1.04,Premium,H,VS1,59.7,59.0,6.64,6.59,3.95,5882
4299,0.9,Ideal,G,SI2,61.5,57.0,6.19,6.23,3.82,4032
4300,0.71,Ideal,H,SI1,62.0,57.0,5.73,5.76,3.56,2368
4301,0.33,Very Good,D,VS2,60.8,60.0,4.52,4.46,2.73,615
4302,2.01,Premium,J,VS2,60.5,60.0,8.13,8.09,4.91,13400
4303,0.3,Ideal,G,VVS2,62.5,53.8,4.26,4.3,2.68,687
4304,1.03,Premium,G,VS1,62.2,57.0,6.47,6.42,4.01,6659
4305,2.74,Very Good,J,SI2,61.5,62.0,8.87,8.9,5.46,17164
4306,2.01,Premium,H,SI2,63.0,59.0,7.93,7.9,4.99,15917
4307,0.29,Very Good,E,VVS2,60.9,57.0,4.29,4.32,2.62,674
4308,0.7,Ideal,F,SI2,62.0,56.0,5.68,5.71,3.53,2355
4309,2.07,Ideal,J,SI2,62.5,56.0,8.18,8.08,5.08,12778
4310,0.32,Premium,F,VVS1,62.7,60.0,4.35,4.32,2.72,990
4311,1.5,Good,G,VS1,63.6,57.0,7.23,7.14,4.57,10036
4312,0.36,Ideal,F,VS2,62.0,54.0,4.58,4.61,2.85,684
4313,0.25,Premium,E,VVS2,62.5,59.0,4.05,4.02,2.52,740
4314,0.72,Ideal,I,VS1,62.3,55.0,5.79,5.69,3.58,2265
4315,0.91,Premium,D,SI2,61.2,58.0,6.21,6.25,3.81,3958
4316,0.72,Ideal,D,VS2,62.7,56.0,5.71,5.78,3.6,3219
4317,1.5,Very Good,F,SI1,63.0,56.0,7.28,7.32,4.6,10479
4318,1.01,Very Good,G,IF,60.0,61.0,6.41,6.45,3.86,7974
4319,2.32,Ideal,G,SI2,61.0,58.0,8.5,8.54,5.2,18532
4320,0.31,Premium,E,VVS2,60.4,59.0,4.37,4.34,2.63,1046
4321,0.7,Fair,D,SI1,64.6,57.0,5.6,5.57,3.61,2318
4322,1.02,Ideal,D,SI2,62.0,58.0,6.4,6.51,4.0,5235
4323,0.74,Ideal,G,VVS2,61.7,55.0,5.8,5.83,3.59,3922
4324,1.03,Ideal,E,SI2,62.3,56.0,6.44,6.52,4.04,4758
4325,0.77,Ideal,F,VS2,61.8,56.0,5.9,5.92,3.65,3533
4326,1.51,Ideal,E,VS2,62.7,57.0,7.31,7.26,4.57,14482
4327,0.54,Premium,E,SI1,62.2,61.0,5.24,5.15,3.23,1375
4328,0.9,Ideal,F,VS2,62.7,56.0,6.17,6.2,3.88,4678
4329,0.4,Fair,F,SI1,64.7,58.0,4.67,4.63,3.01,857
4330,1.29,Ideal,F,SI2,61.7,54.0,7.08,6.99,4.34,6509
4331,0.43,Very Good,E,VVS1,61.2,56.0,4.84,4.87,2.97,1433
4332,0.31,Ideal,G,VS2,61.6,54.0,4.39,4.41,2.71,544
4333,0.23,Very Good,F,VVS2,61.2,55.0,3.97,4.01,2.44,505
4334,0.4,Very Good,J,VS1,63.4,58.0,4.64,4.61,2.93,810
4335,2.17,Premium,J,SI2,62.3,60.0,8.33,8.2,5.15,13395
4336,0.96,Good,D,SI2,64.0,62.0,6.16,6.13,3.93,3419
4337,0.33,Premium,E,VS2,60.6,58.0,4.49,4.45,2.71,866
4338,0.41,Good,E,SI1,63.6,56.0,4.73,4.7,3.0,904
4339,0.31,Ideal,G,SI2,62.2,54.0,4.36,4.39,2.72,436
4340,1.11,Good,J,IF,58.3,62.0,6.77,6.84,3.97,5361
4341,0.25,Premium,H,VVS1,59.8,59.0,4.09,4.07,2.44,577
4342,0.27,Ideal,I,VVS2,62.1,55.0,4.17,4.2,2.6,459
4343,0.77,Ideal,E,SI2,61.0,57.0,5.91,5.93,3.61,2519
4344,0.3,Ideal,E,VS2,62.3,56.0,4.32,4.28,2.68,844
4345,0.36,Premium,F,VS2,60.5,60.0,4.61,4.55,2.77,932
4346,0.37,Premium,E,VS2,61.1,57.0,4.66,4.63,2.84,1041
4347,0.54,Ideal,F,VS2,61.4,57.0,5.2,5.25,3.21,1662
4348,0.5,Premium,D,SI2,62.9,58.0,5.06,5.01,3.17,997
4349,1.57,Ideal,G,SI1,61.8,55.0,7.43,7.49,4.61,11596
4350,1.22,Premium,I,SI2,62.5,58.0,6.8,6.76,4.24,5226
4351,1.5,Very Good,F,VS2,61.9,60.0,7.29,7.32,4.52,13001
4352,1.05,Premium,G,SI2,61.7,56.0,6.57,6.53,4.04,4116
4353,0.61,Ideal,E,VS1,61.6,57.0,5.42,5.45,3.35,2161
4354,0.26,Premium,E,VS1,61.9,58.0,4.11,4.1,2.54,580
4355,1.51,Ideal,G,VS1,61.1,57.0,7.41,7.38,4.52,14674
4356,0.31,Premium,G,VS2,61.0,56.0,4.37,4.35,2.66,698
4357,0.81,Ideal,F,VS2,61.8,55.0,5.96,5.92,3.67,3624
4358,1.08,Ideal,D,SI2,59.1,60.0,6.7,6.76,3.98,5177
4359,1.3,Good,J,SI1,64.0,58.0,6.91,6.84,4.4,5242
4360,1.02,Premium,D,VS2,62.9,60.0,6.42,6.37,4.02,7389
4361,0.3,Ideal,F,VVS1,62.6,55.0,4.28,4.31,2.69,814
4362,0.31,Ideal,G,VVS2,60.9,56.0,4.4,4.43,2.69,687
4363,1.05,Premium,H,VS2,61.1,58.0,6.57,6.53,4.0,5323
4364,0.9,Very Good,F,SI1,63.8,54.0,6.09,6.13,3.9,3699
4365,0.31,Ideal,H,VVS1,62.0,54.2,4.35,4.39,2.71,660
4366,1.5,Very Good,I,SI2,60.8,58.0,7.24,7.34,4.43,7392
4367,0.31,Ideal,G,VS2,60.8,56.0,4.38,4.4,2.67,562
4368,0.9,Very Good,E,SI1,63.1,60.0,6.18,6.14,3.89,4092
4369,0.43,Ideal,F,SI2,60.7,57.0,4.88,4.91,2.97,742
4370,0.52,Ideal,G,VVS1,60.7,55.0,5.19,5.29,3.18,2065
4371,1.03,Premium,I,VS1,60.4,59.0,6.57,6.51,3.95,5104
4372,0.3,Very Good,E,VVS2,62.4,58.0,4.28,4.31,2.68,622
4373,1.0,Good,G,SI2,63.4,60.0,6.22,6.34,3.98,3676
4374,0.45,Premium,F,VS2,61.4,60.0,4.93,4.87,3.01,945
4375,2.01,Good,J,SI1,64.3,54.0,8.05,7.95,5.14,8104
4376,0.32,Premium,G,SI2,62.7,58.0,4.39,4.35,2.74,540
4377,0.9,Good,H,VS1,64.0,59.0,6.05,6.01,3.86,3669
4378,0.38,Very Good,E,VS2,61.2,56.0,4.67,4.71,2.87,740
4379,0.35,Good,G,VS1,58.6,60.5,4.62,4.68,2.72,721
4380,0.78,Ideal,I,VVS2,62.4,56.0,5.87,5.9,3.67,3267
4381,0.56,Ideal,E,VVS2,62.6,54.0,5.28,5.32,3.32,2441
4382,0.54,Premium,D,VS2,60.6,58.0,5.3,5.26,3.2,1993
4383,1.01,Fair,G,I1,64.5,56.0,6.32,6.26,4.06,2287
4384,0.44,Very Good,H,IF,61.1,57.0,4.91,4.94,3.01,1194
4385,0.31,Ideal,E,VS1,61.6,55.0,4.39,4.41,2.71,722
4386,1.01,Premium,E,VS2,58.1,60.0,6.58,6.51,3.8,6516
4387,0.31,Ideal,E,VS1,62.0,55.0,4.35,4.38,2.7,800
4388,0.4,Ideal,F,VVS1,60.7,56.0,4.77,4.79,2.9,1263
4389,2.05,Premium,J,VS2,62.3,60.0,8.15,8.09,5.06,13667
4390,1.0,Good,F,SI2,63.6,62.0,6.25,6.2,3.96,3265
4391,0.3,Ideal,G,VS2,60.8,57.0,4.38,4.33,2.65,630
4392,0.73,Very Good,F,VS1,62.0,57.0,5.73,5.75,3.56,3200
4393,0.4,Premium,G,VVS2,61.1,58.0,4.76,4.74,2.9,1050
4394,0.96,Very Good,E,VS2,58.7,58.0,6.47,6.51,3.81,5997
4395,1.03,Ideal,E,SI2,62.0,55.0,6.46,6.44,4.0,4095
4396,2.52,Fair,G,I1,66.9,57.0,8.39,8.33,5.6,10076
4397,0.33,Ideal,G,IF,61.5,55.0,4.48,4.5,2.76,946
4398,1.14,Ideal,G,VVS1,61.0,56.0,6.75,6.8,4.13,9037
4399,1.26,Ideal,J,VS2,63.2,57.0,6.86,6.81,4.32,5306
4400,0.87,Very Good,G,SI2,59.9,58.0,6.19,6.23,3.72,2802
4401,0.31,Ideal,E,SI1,61.5,55.0,4.39,4.42,2.71,547
4402,1.01,Premium,H,SI1,62.1,60.0,6.43,6.39,3.98,4439
4403,0.7,Very Good,J,SI1,60.2,61.0,5.69,5.73,3.44,1817
4404,0.4,Premium,D,SI2,61.7,58.0,4.69,4.74,2.91,666
4405,0.72,Premium,E,VS2,62.5,59.0,5.7,5.73,3.57,3078
4406,1.01,Good,D,SI2,63.6,61.0,6.35,6.33,4.03,3959
4407,1.38,Very Good,F,IF,58.2,60.0,7.32,7.39,4.28,17598
4408,0.7,Very Good,F,SI1,58.4,63.0,5.77,5.84,3.39,2058
4409,0.8,Ideal,H,IF,62.4,54.0,5.93,5.99,3.72,3972
4410,0.64,Very Good,H,SI2,64.2,58.0,5.43,5.48,3.5,1292
4411,0.32,Very Good,I,VS2,63.0,55.0,4.34,4.39,2.75,449
4412,0.3,Premium,D,SI2,60.9,58.0,4.32,4.29,2.62,574
4413,1.18,Ideal,G,VVS1,61.1,57.0,6.78,6.84,4.16,9095
4414,0.54,Ideal,G,VVS1,62.2,56.0,5.18,5.23,3.24,2080
4415,0.43,Ideal,D,VS2,62.0,55.0,4.81,4.86,3.0,1056
4416,1.0,Ideal,E,SI1,60.1,62.0,6.46,6.48,3.89,5629
4417,2.08,Very Good,H,SI2,59.0,59.0,8.37,8.41,4.95,15696
4418,1.01,Very Good,E,SI1,63.4,60.0,6.34,6.3,4.01,5226
4419,0.31,Premium,G,VVS2,62.2,59.0,4.32,4.36,2.7,707
4420,1.01,Premium,H,SI2,60.3,60.0,6.49,6.47,3.91,4638
4421,1.52,Premium,J,VVS2,58.3,62.0,7.61,7.49,4.4,8427
4422,0.52,Ideal,F,SI2,62.1,55.0,5.14,5.17,3.2,1191
4423,0.53,Ideal,D,VVS1,62.0,57.0,5.16,5.2,3.21,2732
4424,1.7,Ideal,H,VS2,62.2,57.0,7.67,7.63,4.76,13756
4425,1.11,Very Good,D,SI2,59.9,57.0,6.72,6.74,4.03,5042
4426,0.51,Ideal,D,VS2,61.7,55.0,5.11,5.14,3.16,1787
4427,0.3,Very Good,E,VS2,61.6,54.0,4.29,4.32,2.65,600
4428,0.37,Ideal,E,VS1,60.9,56.0,4.65,4.68,2.84,950
4429,1.0,Very Good,G,SI2,62.6,58.0,6.34,6.38,3.98,4725
4430,1.51,Premium,J,VS1,61.8,61.0,7.26,7.21,4.47,8524
4431,0.9,Very Good,J,SI1,63.4,59.0,6.14,6.1,3.88,3830
4432,0.43,Ideal,H,VVS2,61.3,56.0,4.86,4.9,2.99,943
4433,0.37,Premium,I,VVS1,62.4,58.0,4.58,4.55,2.85,874
4434,0.33,Premium,E,VS2,61.7,60.0,4.4,4.45,2.73,723
4435,1.01,Good,G,VS2,63.6,56.0,6.31,6.24,3.99,10181
4436,1.03,Very Good,G,SI1,62.6,56.0,6.41,6.44,4.02,5024
4437,0.32,Ideal,E,VVS1,61.3,57.0,4.38,4.43,2.7,954
4438,0.53,Ideal,D,SI1,60.4,57.0,5.28,5.31,3.2,2021
4439,0.36,Premium,F,SI1,62.3,59.0,4.56,4.5,2.82,770
4440,0.33,Ideal,F,VVS1,61.7,54.0,4.46,4.49,2.76,893
4441,0.32,Ideal,I,VS1,61.4,55.3,4.39,4.42,2.7,529
4442,0.3,Very Good,E,VVS2,62.9,55.0,4.25,4.27,2.68,840
4443,1.01,Very Good,E,VS2,63.1,60.0,6.3,6.26,3.96,6335
4444,0.4,Premium,H,VVS1,61.8,58.0,4.69,4.72,2.91,1017
4445,0.35,Very Good,E,SI1,62.9,58.0,4.48,4.52,2.83,614
4446,1.18,Premium,H,SI1,60.1,60.0,6.89,6.75,4.1,4746
4447,0.31,Ideal,E,VS2,60.9,57.0,4.36,4.38,2.66,745
4448,0.7,Premium,G,SI1,59.1,59.0,5.77,5.83,3.43,2042
4449,0.3,Premium,E,IF,61.9,58.0,4.26,4.3,2.65,1026
4450,1.06,Ideal,F,SI1,61.2,55.0,6.62,6.57,4.03,4862
4451,0.26,Very Good,F,VVS1,62.0,59.0,4.08,4.15,2.55,597
4452,0.41,Ideal,G,VVS1,61.7,55.0,4.79,4.77,2.95,1230
4453,1.5,Very Good,I,SI1,60.2,63.0,7.38,7.33,4.43,7140
4454,2.01,Very Good,J,SI2,59.3,63.0,8.28,8.22,4.89,8949
4455,0.5,Premium,E,VS2,62.8,60.0,5.08,5.02,3.17,1676
4456,0.34,Premium,F,VS2,59.8,59.0,4.55,4.51,2.71,854
4457,0.82,Premium,F,SI2,60.3,57.0,6.07,6.03,3.65,2723
4458,0.83,Very Good,I,VS2,62.0,55.0,6.03,6.06,3.74,2915
4459,1.05,Premium,F,VS2,62.6,58.0,6.47,6.5,4.06,7025
4460,1.54,Ideal,J,VS1,62.0,53.0,7.41,7.49,4.62,8207
4461,2.1,Very Good,H,SI2,63.3,57.0,8.2,8.08,5.15,13790
4462,0.9,Premium,I,IF,62.6,59.0,6.15,6.12,3.84,4516
4463,0.34,Ideal,G,VS2,62.0,56.0,4.47,4.5,2.78,596
4464,1.53,Ideal,F,SI1,60.3,57.0,7.52,7.45,4.51,11820
4465,2.03,Ideal,J,SI2,62.1,57.0,8.06,8.12,5.02,12716
4466,0.47,Ideal,H,VS2,61.7,57.0,4.99,5.03,3.09,1136
4467,1.51,Premium,G,SI1,62.2,58.0,7.3,7.26,4.53,10688
4468,0.7,Ideal,G,SI1,60.9,57.0,5.79,5.77,3.52,2415
4469,0.31,Ideal,F,VS2,61.8,56.0,4.33,4.37,2.69,625
4470,0.51,Good,D,VS2,60.1,65.0,5.14,5.17,3.1,1430
4471,0.39,Ideal,F,VVS2,61.7,56.0,4.7,4.73,2.91,988
4472,0.38,Ideal,G,SI1,62.4,57.0,4.65,4.62,2.89,855
4473,0.38,Premium,F,VS1,60.2,58.0,4.73,4.71,2.84,1117
4474,1.07,Very Good,G,SI2,63.5,59.0,6.52,6.46,4.12,3655
4475,0.71,Ideal,E,SI2,61.2,57.0,5.74,5.82,3.54,2398
4476,0.75,Fair,D,SI2,64.6,57.0,5.74,5.72,3.7,2848
4477,0.3,Premium,F,VS2,61.8,60.0,4.3,4.27,2.65,673
4478,0.31,Ideal,G,VS1,62.9,57.0,4.32,4.3,2.71,802
4479,0.32,Very Good,H,VS1,62.9,54.0,4.37,4.41,2.76,561
4480,0.37,Premium,F,VS2,61.9,59.0,4.57,4.61,2.84,746
4481,0.71,Ideal,G,VS2,61.9,57.0,5.73,5.77,3.56,2771
4482,1.08,Ideal,G,VS1,61.0,56.0,6.62,6.65,4.05,7553
4483,1.11,Very Good,J,VS2,61.8,56.0,6.59,6.64,4.09,4283
4484,0.41,Very Good,G,VS2,60.5,56.0,4.81,4.85,2.92,834
4485,0.7,Premium,J,SI1,61.6,58.0,5.66,5.73,3.51,1666
4486,1.65,Premium,G,SI2,62.2,58.0,7.62,7.55,4.72,9970
4487,0.42,Ideal,G,VS2,62.1,56.0,4.84,4.79,2.99,1087
4488,0.78,Premium,F,SI2,62.7,56.0,5.87,5.84,3.67,2444
4489,1.0,Very Good,F,VS2,62.8,57.0,6.29,6.35,3.97,6957
4490,0.3,Very Good,D,SI2,62.2,59.0,4.25,4.3,2.66,447
4491,0.36,Ideal,F,SI1,61.1,57.0,4.57,4.6,2.8,551
4492,0.99,Ideal,F,VS1,61.0,55.0,6.46,6.52,3.96,5947
4493,1.26,Premium,J,VS2,62.5,58.0,6.92,6.9,4.32,5107
4494,1.13,Ideal,G,IF,61.7,57.0,6.65,6.7,4.12,10228
4495,0.83,Very Good,G,SI2,61.6,57.0,6.02,6.06,3.72,2725
4496,1.53,Very Good,H,SI2,61.2,55.9,7.43,7.46,4.56,9391
4497,0.45,Fair,F,VS2,64.2,58.0,4.9,4.75,3.1,1037
4498,0.5,Very Good,E,VS1,60.0,60.0,5.13,5.2,3.1,1806
4499,0.58,Premium,D,VS1,59.2,60.0,5.46,5.41,3.22,2401
4500,2.01,Premium,J,SI2,62.0,59.0,8.04,8.1,5.0,12403
4501,0.41,Premium,F,VS2,62.8,58.0,4.73,4.69,2.96,1107
4502,0.41,Ideal,G,VVS1,62.4,53.0,4.79,4.8,2.99,1068
4503,0.35,Very Good,G,VS1,60.7,61.0,4.54,4.58,2.77,706
4504,1.02,Premium,H,SI2,59.8,59.0,6.5,6.54,3.9,4207
4505,1.0,Premium,F,VVS2,59.9,60.0,6.46,6.5,3.88,8448
4506,1.3,Premium,H,SI2,61.3,58.0,6.99,6.95,4.27,5096
4507,0.7,Ideal,I,VS1,63.0,54.0,5.63,5.7,3.57,2142
4508,2.09,Ideal,G,SI2,62.5,57.0,8.21,8.14,5.11,11119
4509,0.43,Ideal,F,SI1,61.3,56.0,4.9,4.86,2.99,948
4510,0.51,Ideal,I,VS2,62.1,54.0,5.12,5.16,3.19,1131
4511,0.38,Ideal,D,VVS2,61.5,56.0,4.66,4.64,2.86,1257
4512,1.0,Good,H,VS2,57.8,59.0,6.53,6.47,3.75,4166
4513,0.31,Ideal,D,SI1,62.7,56.0,4.32,4.36,2.72,571
4514,0.31,Ideal,G,SI1,63.0,56.0,4.34,4.3,2.72,593
4515,0.6,Very Good,D,SI1,60.3,58.0,5.44,5.51,3.3,1777
4516,1.01,Good,E,VVS2,63.9,58.0,6.31,6.37,4.05,8415
4517,1.3,Ideal,G,VVS2,62.0,57.0,7.03,6.96,4.34,11175
4518,1.01,Premium,E,VS2,60.4,57.0,6.49,6.45,3.91,6697
4519,0.4,Very Good,E,VVS2,60.5,58.0,4.76,4.8,2.89,1205
4520,1.51,Premium,F,SI1,60.9,61.0,7.32,7.3,4.45,11666
4521,0.51,Ideal,G,VS1,61.7,55.0,5.14,5.17,3.18,1656
4522,2.03,Fair,F,SI1,65.4,58.0,7.9,7.84,5.15,16280
4523,0.5,Very Good,E,SI2,62.4,57.0,5.03,5.07,3.15,1154
4524,0.71,Ideal,F,VVS1,61.1,54.0,5.84,5.78,3.55,4981
4525,0.61,Ideal,F,VS2,62.4,55.0,5.45,5.42,3.39,2108
4526,0.32,Ideal,F,VVS2,61.2,57.0,4.43,4.4,2.7,1008
4527,0.32,Ideal,E,VS2,62.1,55.0,4.43,4.39,2.74,900
4528,1.0,Good,E,VS2,63.8,58.0,6.31,6.19,3.99,6272
4529,1.01,Premium,F,VVS2,62.1,52.0,6.5,6.45,4.02,9013
4530,1.02,Fair,G,VVS2,64.6,59.0,6.31,6.29,4.07,6736
4531,0.32,Ideal,F,VVS1,62.1,56.0,4.39,4.43,2.74,926
4532,0.5,Ideal,D,VS1,61.9,54.0,5.1,5.14,3.17,1792
4533,1.19,Ideal,H,SI2,61.7,56.0,6.83,6.78,4.2,4798
4534,1.61,Premium,F,VS2,61.6,61.0,7.54,7.47,4.62,14833
4535,0.42,Very Good,D,SI1,60.8,59.0,4.82,4.85,2.94,810
4536,0.25,Very Good,H,VVS1,60.1,62.0,4.08,4.11,2.46,450
4537,0.32,Ideal,J,IF,62.2,55.0,4.44,4.4,2.75,684
4538,0.44,Premium,D,VS1,60.2,59.0,4.93,4.91,2.96,1232
4539,1.68,Ideal,D,SI2,62.7,55.0,7.45,7.58,4.71,11147
4540,0.82,Ideal,F,SI2,62.3,56.0,6.02,5.96,3.73,2867
4541,0.52,Ideal,D,VS2,61.8,57.0,5.16,5.2,3.2,1822
4542,0.55,Ideal,H,VVS2,61.7,57.0,5.26,5.28,3.25,1715
4543,0.7,Very Good,H,SI1,62.8,57.0,5.61,5.66,3.54,2214
4544,0.71,Very Good,E,VS2,63.7,58.0,5.6,5.64,3.58,2922
4545,0.71,Very Good,D,SI1,61.7,56.0,5.68,5.8,3.54,2913
4546,0.5,Very Good,H,IF,61.3,60.0,5.08,5.17,3.14,1706
4547,1.16,Premium,G,VVS1,61.6,55.0,6.85,6.72,4.18,11717
4548,0.56,Premium,G,SI1,60.2,59.0,5.34,5.36,3.22,1340
4549,0.71,Very Good,E,VS1,61.6,59.0,5.65,5.72,3.5,3464
4550,1.5,Premium,F,SI1,62.1,60.0,7.32,7.27,4.53,8770
4551,1.01,Premium,I,SI1,62.8,58.0,6.4,6.34,4.0,3782
4552,0.7,Very Good,E,SI1,63.3,60.0,5.59,5.56,3.53,2592
4553,1.52,Very Good,D,SI2,59.1,58.0,7.45,7.48,4.41,9781
4554,0.9,Premium,E,SI1,62.7,62.0,6.22,6.1,3.85,4092
4555,0.34,Ideal,E,VS2,59.8,56.0,4.55,4.54,2.72,816
4556,0.31,Very Good,F,SI1,63.1,57.0,4.31,4.28,2.71,663
4557,0.31,Premium,G,VS2,61.5,59.0,4.36,4.32,2.67,698
4558,0.74,Ideal,D,VS1,61.7,55.0,5.85,5.79,3.59,3746
4559,1.11,Ideal,I,SI1,61.7,57.0,6.61,6.64,4.09,6090
4560,0.25,Ideal,E,VS2,60.6,57.0,4.08,4.11,2.48,535
4561,0.64,Premium,E,VS2,61.6,62.0,5.48,5.46,3.37,1926
4562,0.59,Premium,I,IF,61.2,58.0,5.38,5.41,3.3,1866
4563,1.0,Fair,I,I1,66.9,57.0,6.15,6.03,4.09,1997
4564,0.42,Premium,D,SI1,61.9,59.0,4.76,4.81,2.96,810
4565,0.38,Ideal,E,SI1,61.9,55.0,4.7,4.64,2.89,898
4566,0.33,Ideal,E,VS1,59.6,56.0,4.54,4.49,2.69,1002
4567,0.54,Premium,D,VS2,60.9,58.0,5.27,5.31,3.22,1892
4568,0.96,Premium,D,SI2,60.0,60.0,6.47,6.43,3.87,3989
4569,1.07,Premium,G,VS2,60.1,60.0,6.76,6.6,3.99,6022
4570,0.7,Premium,F,SI2,58.8,58.0,5.82,5.77,3.41,2234
4571,0.3,Premium,G,SI2,62.5,59.0,4.31,4.27,2.68,506
4572,0.41,Very Good,E,SI1,61.4,56.0,4.77,4.81,2.94,755
4573,1.03,Ideal,G,SI1,62.4,57.0,6.47,6.52,4.05,4679
4574,1.24,Premium,F,VS1,60.1,59.0,7.02,6.99,4.21,9916
4575,0.41,Ideal,I,VVS2,62.4,57.0,4.68,4.75,2.94,843
4576,0.73,Ideal,E,VS1,62.3,56.0,5.75,5.8,3.6,3370
4577,0.72,Fair,E,SI2,68.4,64.0,5.38,5.32,3.66,2125
4578,0.7,Premium,H,SI1,61.1,58.0,5.74,5.79,3.52,1948
4579,1.02,Premium,D,VVS2,61.4,58.0,6.46,6.43,3.96,10773
