id,carat,cut,color,clarity,depth,table,x,y,z
3003,0.82,Good,G,VS2,64.0,57.0,5.92,5.89,3.78
3004,1.31,Ideal,F,SI1,61.6,55.0,7.04,7.09,4.35
3005,1.12,Premium,F,VS2,62.8,56.0,6.67,6.61,4.17
3006,0.7,Fair,G,VS1,68.5,58.0,5.47,5.34,3.7
3007,0.92,Premium,D,SI2,59.4,59.0,6.39,6.28,3.76
3008,1.03,Premium,J,SI1,61.1,61.0,6.49,6.44,3.95
3009,0.3,Ideal,F,VVS1,62.4,56.0,4.31,4.28,2.68
3010,0.52,Premium,G,VVS2,61.0,58.0,5.15,5.21,3.16
3011,2.26,Ideal,J,VS2,61.1,57.0,8.44,8.47,5.17
3012,0.26,Ideal,H,VS1,62.2,55.0,4.08,4.09,2.54
3013,1.01,Premium,G,SI1,62.2,58.0,6.42,6.4,3.99
3014,0.35,Ideal,E,VS2,61.5,55.0,4.52,4.56,2.79
3015,1.04,Premium,E,VS1,58.6,59.0,6.68,6.64,3.9
3016,0.43,Ideal,G,VS1,61.9,55.0,4.86,4.84,3.0
3017,0.74,Very Good,G,SI1,61.6,58.0,5.78,5.81,3.57
3018,0.56,Ideal,G,VVS2,61.2,55.0,5.35,5.37,3.28
3019,0.32,Very Good,G,VS1,62.8,59.0,4.33,4.37,2.73
3020,0.5,Ideal,G,VS2,62.0,56.0,5.09,5.11,3.16
3021,0.56,Ideal,H,VS1,62.2,55.3,5.26,5.31,3.28
3022,1.5,Good,G,VS2,63.7,57.0,7.29,7.25,4.63
3023,1.01,Premium,F,SI2,60.2,61.0,6.49,6.43,3.89
3024,0.4,Ideal,G,VS1,60.7,57.0,4.77,4.78,2.9
3025,0.43,Premium,D,VVS2,59.5,59.0,4.95,4.97,2.95
3026,1.02,Very Good,E,SI1,60.5,63.0,6.48,6.54,3.94
3027,0.9,Good,G,VS2,63.6,59.0,6.04,6.1,3.86
3028,1.01,Premium,I,SI1,61.8,59.0,6.37,6.44,3.96
3029,1.14,Very Good,J,VS1,60.0,60.0,6.76,6.81,4.07
3030,1.08,Premium,H,VS2,62.4,58.0,6.56,6.49,4.07
3031,0.83,Premium,G,SI1,62.3,58.0,6.01,5.97,3.73
3032,0.31,Ideal,G,VVS2,62.7,57.0,4.32,4.35,2.72
3033,0.71,Premium,F,SI1,59.8,61.0,5.81,5.79,3.47
3034,1.01,Ideal,E,SI1,60.7,57.0,6.52,6.49,3.95
3035,2.01,Ideal,G,SI1,59.2,57.0,8.23,8.19,4.86
3036,0.37,Fair,F,SI1,65.3,56.0,4.53,4.47,2.94
3037,0.63,Good,H,IF,59.3,62.0,5.66,5.7,3.37
3038,0.9,Ideal,D,SI1,62.7,56.0,6.18,6.16,3.87
3039,1.5,Very Good,J,VVS2,62.8,62.0,7.22,7.25,4.54
3040,0.33,Ideal,G,VVS1,61.8,55.0,4.45,4.42,2.74
3041,0.31,Ideal,H,VS2,61.4,56.0,4.38,4.42,2.7
3042,0.92,Premium,D,SI2,62.5,55.0,6.21,6.18,3.87
3043,1.13,Fair,J,SI1,64.9,55.0,6.49,6.56,4.24
3044,0.31,Ideal,E,VS2,61.0,54.0,4.37,4.41,2.68
3045,0.31,Premium,G,VVS1,62.2,59.0,4.3,4.32,2.68
3046,0.55,Premium,H,VS2,62.1,58.0,5.24,5.29,3.27
3047,2.05,Premium,H,VS2,60.7,61.0,8.25,8.13,4.97
3048,0.35,Ideal,J,VS2,61.4,55.0,4.55,4.57,2.8
3049,0.58,Ideal,F,VS1,62.1,56.0,5.38,5.32,3.32
3050,0.31,Ideal,H,SI1,61.2,58.0,4.37,4.39,2.68
3051,0.41,Very Good,D,VVS2,61.2,62.0,4.78,4.82,2.94
3052,0.7,Very Good,D,VVS1,61.5,63.0,5.78,5.64,3.51
3053,1.73,Premium,G,VS1,61.6,60.0,7.67,7.62,4.71
3054,0.35,Good,D,SI2,63.3,55.0,4.45,4.49,2.83
3055,0.34,Ideal,D,VS1,61.2,58.0,4.45,4.5,2.74
3056,0.3,Premium,E,VS2,62.0,60.0,4.23,4.26,2.63
3057,1.35,Very Good,J,SI1,61.1,61.0,7.1,7.13,4.35
3058,0.62,Ideal,F,VS1,62.3,56.0,5.43,5.46,3.39
3059,0.93,Ideal,G,IF,62.2,58.0,6.25,6.22,3.88
3060,1.19,Premium,I,SI1,62.2,58.0,6.77,6.73,4.2
3061,1.01,Premium,D,VVS2,62.4,58.0,6.39,6.44,4.0
3062,0.51,Very Good,E,VS2,61.2,60.0,5.11,5.18,3.15
3063,1.51,Ideal,E,SI1,62.2,56.0,7.31,7.36,4.56
3064,1.53,Ideal,E,SI2,61.2,57.0,7.42,7.46,4.55
3065,0.37,Good,H,SI1,64.0,55.0,4.53,4.57,2.91
3066,0.3,Ideal,D,VS2,61.1,56.0,4.36,4.32,2.65
3067,0.35,Ideal,F,SI1,62.4,55.0,4.52,4.55,2.83
3068,0.86,Ideal,G,SI2,61.9,55.0,6.11,6.14,3.79
3069,1.41,Premium,D,SI2,61.1,56.0,7.19,7.15,4.38
3070,0.61,Good,F,VS1,60.0,65.0,5.53,5.47,3.3
3071,1.07,Premium,E,SI2,59.7,58.0,6.66,6.68,3.98
3072,1.0,Good,G,VS2,56.6,61.0,6.65,6.61,3.75
3073,0.31,Ideal,G,IF,61.0,56.0,4.38,4.41,2.68
3074,1.24,Very Good,J,SI2,62.8,58.0,6.77,6.83,4.27
3075,1.02,Good,I,SI2,57.1,62.0,6.66,6.58,3.78
3076,0.41,Ideal,D,VS1,62.8,57.0,4.76,4.73,2.98
3077,0.3,Ideal,E,VVS2,62.3,57.0,4.29,4.32,2.68
3078,1.5,Ideal,G,VS1,62.3,57.0,7.25,7.32,4.54
3079,0.71,Ideal,I,VVS2,61.4,58.0,5.7,5.76,3.52
3080,0.5,Good,E,SI1,64.0,56.0,5.03,4.97,3.2
3081,0.32,Ideal,G,IF,61.4,55.0,4.42,4.44,2.72
3082,0.32,Ideal,F,VVS1,62.5,53.0,4.4,4.43,2.76
3083,0.9,Good,E,SI2,61.3,61.0,6.13,6.17,3.77
3084,0.5,Ideal,E,VVS2,61.1,57.0,5.13,5.15,3.14
3085,0.7,Good,F,SI1,63.8,60.0,5.6,5.63,3.58
3086,1.04,Premium,G,VS2,60.1,59.0,6.59,6.56,3.95
3087,1.71,Premium,I,VS1,60.6,57.0,7.82,7.73,4.71
3088,0.52,Ideal,G,VVS2,61.6,55.0,5.14,5.18,3.19
3089,0.72,Ideal,I,VS2,61.6,55.0,5.76,5.78,3.55
3090,1.51,Very Good,E,SI1,60.3,58.0,7.43,7.47,4.49
3091,0.38,Ideal,F,IF,61.0,56.0,4.68,4.7,2.86
3092,0.44,Ideal,D,VS1,61.1,56.0,4.95,4.91,3.01
3093,0.54,Ideal,F,SI2,61.0,56.0,5.24,5.29,3.21
3094,1.04,Premium,D,SI2,61.6,58.0,6.52,6.46,4.0
3095,1.04,Ideal,E,VVS2,62.9,55.0,6.47,6.51,4.08
3096,2.35,Premium,I,SI2,61.1,58.0,8.63,8.56,5.25
3097,0.6,Very Good,H,VS1,60.2,60.0,5.45,5.48,3.29
3098,0.32,Ideal,E,VS1,61.7,56.0,4.42,4.39,2.72
3099,0.71,Premium,I,VVS2,61.4,56.0,5.79,5.75,3.54
3100,1.51,Premium,G,VS1,62.2,58.0,7.29,7.35,4.55
3101,0.56,Ideal,G,VS2,61.2,56.0,5.29,5.33,3.25
3102,0.7,Ideal,I,SI1,61.9,58.0,5.66,5.68,3.51
3103,0.7,Ideal,G,VS1,62.2,55.0,5.69,5.72,3.55
3104,0.72,Ideal,G,SI1,61.4,54.0,5.79,5.81,3.56
3105,0.7,Premium,F,SI1,62.3,58.0,5.67,5.72,3.55
3106,1.54,Ideal,D,SI2,61.6,57.0,7.4,7.44,4.57
3107,0.71,Very Good,G,SI1,61.1,61.0,5.71,5.72,3.49
3108,1.54,Ideal,G,SI1,61.5,55.0,7.4,7.45,4.57
3109,0.31,Ideal,H,VS1,61.6,56.0,4.34,4.36,2.68
3110,2.0,Good,D,SI2,60.3,56.0,8.08,8.11,4.88
3111,0.5,Ideal,E,VS1,62.2,56.0,5.1,5.13,3.18
3112,0.72,Very Good,E,VVS1,61.2,57.0,5.73,5.78,3.53
3113,1.01,Ideal,E,VS2,59.3,57.0,6.57,6.51,3.88
3114,0.53,Premium,G,VS1,63.0,58.0,5.17,5.15,3.25
3115,1.01,Fair,H,VS2,64.5,60.0,6.3,6.25,4.05
3116,1.01,Very Good,G,SI1,62.4,58.0,6.39,6.44,4.0
3117,0.7,Very Good,E,SI2,61.5,60.0,5.65,5.7,3.49
3118,0.52,Ideal,F,VVS1,61.2,56.0,5.21,5.19,3.18
3119,0.3,Ideal,G,SI1,62.1,53.0,4.32,4.37,2.7
3120,1.05,Ideal,D,SI2,61.9,56.0,6.5,6.53,4.03
3121,1.31,Premium,I,SI2,59.1,59.0,7.2,7.15,4.24
3122,1.87,Premium,I,SI2,60.3,61.0,7.95,7.91,4.78
3123,1.22,Premium,F,VS2,62.0,58.0,6.86,6.89,4.26
3124,0.5,Premium,H,SI1,58.7,59.0,5.15,5.11,3.01
3125,0.23,Very Good,E,VVS2,59.3,60.0,4.0,4.1,2.4
3126,0.32,Very Good,F,VS2,60.2,59.0,4.4,4.43,2.66
3127,0.32,Ideal,F,SI1,61.3,55.0,4.44,4.47,2.73
3128,1.54,Ideal,I,VS2,61.9,55.8,7.38,7.43,4.58
3129,0.31,Ideal,D,VS2,62.8,54.0,4.32,4.34,2.72
3130,0.41,Ideal,F,VS2,61.8,56.0,4.79,4.76,2.95
3131,0.32,Ideal,D,VS2,61.0,57.0,4.46,4.42,2.71
3132,1.01,Premium,H,SI2,62.8,61.0,6.33,6.25,3.95
3133,1.51,Good,H,VS1,58.2,58.0,7.49,7.56,4.38
3134,1.1,Very Good,E,SI2,63.3,56.0,6.58,6.53,4.15
3135,0.62,Fair,D,SI2,64.6,57.0,5.39,5.33,3.46
3136,0.3,Very Good,G,VS1,63.1,59.0,4.27,4.25,2.69
3137,0.87,Ideal,G,I1,61.5,57.0,6.09,6.04,3.73
3138,2.01,Ideal,E,SI2,62.1,57.0,8.0,7.88,4.93
3139,0.7,Good,F,VS2,63.8,60.0,5.61,5.52,3.55
3140,0.32,Ideal,D,SI1,61.3,57.0,4.37,4.41,2.69
3141,0.8,Very Good,D,SI1,62.9,60.0,5.89,5.94,3.72
3142,0.42,Very Good,F,SI1,63.4,56.0,4.78,4.75,3.02
3143,1.13,Ideal,I,VS2,62.2,55.0,6.69,6.67,4.15
3144,1.23,Premium,D,SI2,58.9,58.0,6.99,6.97,4.11
3145,0.71,Ideal,G,SI2,61.8,56.0,5.7,5.72,3.53
3146,0.23,Premium,E,VVS1,61.3,60.0,4.01,3.95,2.44
3147,0.7,Good,H,SI2,60.2,63.0,5.7,5.73,3.44
3148,1.07,Ideal,J,SI1,62.1,56.0,6.54,6.6,4.08
3149,1.21,Ideal,I,VS1,60.3,60.0,6.89,6.93,4.17
3150,0.32,Ideal,G,VS2,61.4,56.0,4.37,4.39,2.69
3151,1.18,Ideal,H,VS1,64.9,58.0,6.57,6.53,4.25
3152,0.93,Premium,F,SI1,62.3,58.0,6.18,6.22,3.86
3153,1.24,Ideal,I,SI2,62.5,57.0,6.89,6.84,4.29
3154,0.39,Good,E,VS1,57.8,58.0,4.86,4.9,2.82
3155,1.02,Premium,H,SI1,61.1,58.0,6.51,6.46,3.96
3156,2.01,Very Good,F,SI2,62.0,54.0,8.03,8.12,5.01
3157,0.32,Premium,G,VVS2,62.6,58.0,4.37,4.35,2.73
3158,2.26,Good,I,SI2,56.9,60.0,8.73,8.66,4.95
3159,1.51,Good,E,SI1,63.6,56.0,7.34,7.23,4.63
3160,1.06,Premium,E,VS1,59.1,58.0,6.66,6.71,3.95
3161,0.71,Ideal,G,VVS1,61.7,57.0,5.75,5.7,3.53
3162,0.71,Ideal,F,VS1,62.1,55.0,5.82,5.68,3.57
3163,0.72,Premium,F,VS1,62.2,57.0,5.74,5.67,3.55
3164,0.32,Ideal,G,VS2,60.3,57.0,4.43,4.46,2.68
3165,1.51,Very Good,I,SI1,62.8,59.0,7.17,7.26,4.53
3166,0.31,Ideal,D,VS1,60.6,57.0,4.36,4.39,2.65
3167,1.21,Premium,G,VVS2,59.6,60.0,6.89,6.91,4.11
3168,1.13,Premium,I,SI2,59.9,57.0,6.8,6.76,4.06
3169,0.7,Good,E,VS2,64.2,60.0,5.58,5.64,3.6
3170,0.54,Premium,D,VVS2,62.0,59.0,5.17,5.22,3.22
3171,0.31,Ideal,H,VVS1,62.7,54.0,4.33,4.38,2.73
3172,0.33,Ideal,H,VS1,61.9,56.0,4.44,4.48,2.76
3173,0.55,Premium,E,VS2,60.1,59.0,5.36,5.29,3.2
3174,1.5,Good,I,VS1,63.3,58.0,7.19,7.24,4.57
3175,1.0,Good,D,SI1,64.8,58.0,6.23,6.27,4.05
3176,0.5,Very Good,G,VVS2,61.4,57.0,5.1,5.16,3.15
3177,0.41,Good,G,I1,63.8,56.0,4.74,4.7,3.01
3178,1.04,Ideal,H,VS2,60.7,56.0,6.56,6.61,4.0
3179,0.54,Ideal,H,VVS1,61.8,55.0,5.24,5.21,3.23
3180,0.51,Very Good,H,SI1,61.2,55.0,5.19,5.21,3.18
3181,1.13,Premium,E,SI1,60.8,58.0,6.77,6.71,4.1
3182,1.18,Very Good,H,SI1,63.3,55.0,6.75,6.72,4.26
3183,0.81,Ideal,H,SI1,61.4,56.0,6.0,6.05,3.7
3184,0.84,Ideal,G,SI2,62.0,56.0,6.02,6.05,3.74
3185,1.63,Good,F,SI1,59.8,56.0,7.57,7.64,4.55
3186,1.18,Ideal,E,VS1,62.4,54.0,6.79,6.74,4.22
3187,1.2,Good,D,SI1,63.5,55.0,6.7,6.78,4.28
3188,1.52,Good,D,SI2,63.2,58.0,7.25,7.31,4.6
3189,0.54,Very Good,F,SI1,63.3,56.0,5.24,5.21,3.31
3190,0.57,Ideal,E,VVS2,62.0,57.0,5.29,5.33,3.29
3191,1.0,Premium,H,VS1,62.7,58.0,6.37,6.33,3.98
3192,0.4,Premium,F,VS2,59.3,59.0,4.79,4.83,2.85
3193,0.4,Very Good,F,SI1,62.0,56.0,4.72,4.77,2.94
3194,0.32,Ideal,I,VVS2,62.0,54.9,4.36,4.39,2.71
3195,0.5,Premium,G,VS1,58.9,59.0,5.21,5.15,3.05
3196,0.7,Very Good,E,SI1,61.9,60.0,5.6,5.67,3.49
3197,0.41,Ideal,F,VS1,61.3,55.0,4.83,4.79,2.95
3198,0.73,Ideal,D,VS2,60.7,57.0,5.84,5.88,3.55
3199,0.34,Ideal,H,VS1,62.3,55.0,4.45,4.48,2.78
3200,1.1,Ideal,G,SI2,62.6,56.0,6.64,6.58,4.14
3201,0.34,Premium,H,VS2,61.3,60.0,4.53,4.47,2.76
3202,0.61,Premium,G,VS2,63.0,58.0,5.43,5.4,3.41
3203,0.41,Ideal,D,VS1,62.1,56.0,4.77,4.8,2.97
3204,1.2,Premium,I,VS2,62.6,61.0,6.76,6.68,4.21
3205,0.9,Very Good,F,SI2,63.1,56.0,6.18,6.12,3.88
3206,0.51,Premium,H,VS2,60.9,60.0,5.19,5.16,3.15
3207,2.01,Very Good,F,SI2,61.6,56.0,8.17,8.13,5.02
3208,0.24,Very Good,F,VVS1,58.7,59.0,4.04,4.1,2.39
3209,0.71,Ideal,F,VS1,61.1,57.0,5.76,5.82,3.54
3210,0.31,Premium,H,VVS1,62.1,58.0,4.36,4.33,2.7
3211,1.01,Premium,I,SI2,60.5,61.0,6.47,6.42,3.9
3212,0.31,Very Good,G,SI1,61.9,56.0,4.34,4.38,2.7
3213,0.38,Premium,D,SI1,59.1,58.0,4.77,4.74,2.81
3214,0.51,Ideal,G,VS1,62.1,55.0,5.14,5.17,3.2
3215,0.44,Ideal,G,VVS1,60.3,57.0,4.92,4.96,2.98
3216,0.52,Ideal,F,IF,61.7,56.0,5.16,5.18,3.19
3217,0.33,Ideal,G,VS2,61.7,55.9,4.45,4.49,2.75
3218,0.53,Very Good,E,VS2,58.3,62.0,5.26,5.31,3.08
3219,0.4,Premium,D,VS2,62.5,59.0,4.66,4.72,2.93
3220,0.28,Very Good,F,VVS2,61.1,57.0,4.24,4.27,2.6
3221,1.08,Ideal,H,SI2,60.4,57.0,6.68,6.63,4.02
3222,0.32,Ideal,D,SI1,59.3,55.0,4.53,4.51,2.68
3223,0.91,Very Good,I,SI2,63.4,58.0,6.08,6.12,3.87
3224,0.7,Ideal,F,VS2,61.8,57.0,5.67,5.75,3.53
3225,0.32,Ideal,H,VVS2,61.7,56.0,4.42,4.37,2.71
3226,1.06,Very Good,F,SI1,62.5,58.0,6.46,6.5,4.05
3227,0.87,Ideal,F,SI2,62.2,56.0,6.03,6.13,3.78
3228,0.41,Very Good,D,VS2,62.1,56.0,4.76,4.77,2.96
3229,0.42,Good,E,VVS2,61.9,61.0,4.72,4.78,2.94
3230,0.32,Ideal,D,VVS2,60.9,57.0,4.39,4.45,2.7
3231,1.54,Premium,F,SI2,62.8,57.0,7.36,7.28,4.6
3232,0.62,Ideal,D,SI1,61.6,55.0,5.49,5.51,3.39
3233,0.7,Ideal,F,SI1,62.3,57.0,5.68,5.64,3.53
3234,0.53,Ideal,E,VS1,60.4,57.0,5.27,5.26,3.18
3235,0.34,Good,I,SI1,63.7,54.0,4.43,4.48,2.84
3236,0.55,Premium,H,VS2,60.2,59.0,5.36,5.24,3.19
3237,0.35,Ideal,E,VS1,61.5,57.0,4.52,4.55,2.79
3238,1.0,Very Good,F,SI2,60.2,59.0,6.41,6.48,3.88
3239,0.3,Premium,H,VVS2,61.5,58.0,4.3,4.28,2.64
3240,0.32,Ideal,G,VS1,61.3,57.0,4.37,4.4,2.69
3241,1.07,Very Good,F,VS1,62.0,56.0,6.51,6.55,4.05
3242,1.56,Premium,G,SI2,61.7,59.0,7.51,7.43,4.61
3243,1.0,Good,H,VVS2,63.7,52.0,6.41,6.36,4.07
3244,0.7,Very Good,F,SI1,62.3,57.0,5.62,5.65,3.51
3245,0.3,Ideal,I,VVS1,62.1,56.0,4.33,4.3,2.68
3246,0.55,Very Good,D,VVS1,61.5,56.0,5.23,5.27,3.23
3247,0.99,Very Good,J,SI1,60.3,57.0,6.44,6.49,3.9
3248,0.35,Premium,D,VS2,61.9,58.0,4.6,4.51,2.82
3249,1.54,Premium,I,SI1,60.9,59.0,7.42,7.46,4.53
3250,2.1,Fair,G,I1,67.4,59.0,7.82,7.76,5.24
3251,0.62,Ideal,E,SI1,61.5,57.0,5.44,5.49,3.36
3252,0.54,Ideal,G,VS1,61.8,54.0,5.22,5.24,3.23
3253,0.5,Premium,D,VVS1,61.5,58.0,5.12,5.06,3.13
3254,0.91,Premium,J,SI1,62.8,59.0,6.19,6.14,3.87
3255,0.4,Good,D,VS1,60.5,63.0,4.75,4.77,2.88
3256,0.41,Ideal,J,VS1,61.6,55.1,4.75,4.8,2.95
3257,0.25,Very Good,G,VVS1,63.0,54.0,4.02,4.04,2.54
3258,0.34,Ideal,E,SI1,61.0,57.0,4.48,4.51,2.74
3259,0.7,Very Good,G,VVS2,60.2,61.0,5.66,5.74,3.43
3260,0.28,Very Good,D,VVS2,62.2,59.0,4.18,4.21,2.61
3261,1.01,Very Good,H,VS2,62.2,56.0,6.35,6.44,3.98
3262,0.34,Premium,G,VS2,61.8,58.0,4.5,4.47,2.77
3263,2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48
3264,0.71,Fair,J,VS2,64.9,54.0,5.63,5.53,3.62
3265,1.08,Very Good,J,SI2,62.5,60.0,6.51,6.57,4.09
3266,1.16,Ideal,G,VS1,60.9,55.0,6.79,6.84,4.15
3267,0.35,Premium,G,VS1,61.5,58.0,4.54,4.5,2.78
3268,1.01,Premium,E,VS2,62.4,60.0,6.43,6.39,4.0
3269,0.96,Premium,D,SI2,59.1,58.0,6.53,6.44,3.83
3270,0.55,Ideal,D,SI1,61.3,56.0,5.28,5.33,3.25
3271,0.4,Ideal,E,SI1,62.7,57.0,4.72,4.69,2.95
3272,1.14,Ideal,G,SI1,61.7,56.0,6.71,6.75,4.15
3273,1.69,Ideal,F,SI1,63.0,57.0,7.62,7.55,4.78
3274,1.04,Ideal,H,VS2,62.2,57.0,6.46,6.49,4.03
3275,0.62,Ideal,G,VS1,62.4,57.0,5.44,5.46,3.4
3276,0.79,Very Good,H,VS1,63.7,56.0,5.85,5.92,3.75
3277,2.26,Ideal,G,SI2,61.9,57.0,8.44,8.36,5.2
3278,1.01,Ideal,F,VS2,60.9,57.0,6.48,6.45,3.94
3279,0.43,Premium,F,SI2,60.2,60.0,4.85,4.91,2.94
3280,0.32,Premium,E,SI1,60.2,60.0,4.44,4.39,2.66
3281,0.34,Ideal,D,VS2,62.1,55.0,4.49,4.46,2.78
3282,1.91,Premium,I,SI1,60.9,53.0,8.11,8.07,4.93
3283,0.62,Ideal,D,VS1,61.0,57.0,5.51,5.54,3.37
3284,0.75,Very Good,D,SI1,60.7,55.0,5.87,5.92,3.58
3285,2.01,Very Good,I,SI1,58.9,63.0,8.22,8.16,4.82
3286,1.29,Very Good,I,VS2,61.3,58.0,6.98,7.04,4.3
3287,1.09,Ideal,F,VVS2,62.1,56.0,6.55,6.59,4.08
3288,1.07,Premium,G,SI2,58.5,61.0,6.71,6.59,3.89
3289,2.08,Premium,G,VS2,61.3,58.0,8.21,8.17,5.02
3290,0.41,Ideal,E,SI1,62.5,57.0,4.79,4.74,2.98
3291,1.08,Ideal,H,SI2,61.4,57.0,6.6,6.66,4.07
3292,0.51,Ideal,E,VS2,61.6,55.0,5.16,5.19,3.19
3293,1.01,Good,E,SI1,63.3,58.0,6.37,6.39,4.04
3294,0.58,Ideal,F,VS2,61.5,57.0,5.34,5.39,3.3
3295,1.05,Premium,J,SI2,60.9,60.0,6.59,6.51,3.99
3296,1.23,Ideal,H,VS2,62.2,55.0,6.85,6.81,4.25
3297,1.52,Ideal,H,I1,61.6,56.0,7.75,7.73,4.77
3298,2.24,Premium,I,SI2,61.9,58.0,8.29,8.36,5.15
3299,0.23,Very Good,E,VVS1,61.9,58.0,3.94,3.98,2.45
3300,0.32,Ideal,G,VVS2,61.7,57.0,4.41,4.44,2.73
3301,1.06,Premium,F,SI2,62.6,59.0,6.47,6.51,4.06
3302,0.84,Premium,E,VS1,59.7,59.0,6.16,6.13,3.67
3303,0.47,Very Good,F,VVS2,62.1,56.0,4.96,4.99,3.09
3304,0.3,Ideal,G,VS2,61.9,57.0,4.26,4.3,2.65
3305,1.76,Ideal,F,SI2,62.6,55.0,7.69,7.64,4.8
3306,0.7,Premium,G,SI1,60.3,58.0,5.73,5.77,3.47
3307,1.5,Very Good,I,SI1,63.1,54.0,7.34,7.31,4.62
3308,0.23,Very Good,E,VVS1,61.4,60.0,3.95,3.97,2.43
3309,0.3,Premium,H,VS1,62.5,58.0,4.27,4.34,2.69
3310,0.42,Ideal,D,SI1,62.4,57.0,4.84,4.77,3.0
3311,1.16,Very Good,G,VVS1,60.7,56.0,6.77,6.83,4.13
3312,1.72,Premium,J,SI1,62.0,56.0,7.76,7.7,4.79
3313,0.5,Good,G,SI2,62.3,64.0,5.1,5.02,3.15
3314,0.33,Premium,D,SI2,60.7,56.0,4.46,4.43,2.7
3315,1.6,Premium,I,VS2,60.2,58.0,7.63,7.56,4.57
3316,0.81,Ideal,E,VS2,62.0,57.0,5.96,5.98,3.7
3317,0.4,Ideal,J,VS1,60.4,56.0,4.77,4.8,2.89
3318,1.01,Premium,D,SI2,61.8,57.0,6.47,6.42,3.98
3319,0.41,Good,D,SI1,56.5,63.0,4.98,4.94,2.8
3320,1.52,Premium,G,VS1,61.5,58.0,7.39,7.31,4.52
3321,0.33,Premium,D,SI1,60.1,59.0,4.49,4.46,2.69
3322,0.47,Very Good,E,VS2,62.6,57.0,4.92,4.95,3.09
3323,0.33,Premium,I,VS2,60.6,58.0,4.44,4.47,2.7
3324,0.7,Good,F,SI2,64.1,55.0,5.58,5.52,3.56
3325,2.02,Premium,I,VS2,59.0,59.0,8.34,8.27,4.9
3326,0.27,Very Good,F,IF,59.4,61.0,4.23,4.26,2.52
3327,0.8,Ideal,E,SI2,60.9,57.0,6.0,6.03,3.66
3328,0.7,Premium,F,VVS2,62.2,56.0,5.72,5.63,3.53
3329,0.7,Good,H,VVS2,64.3,60.0,5.59,5.55,3.58
3330,0.45,Ideal,G,VS1,62.8,58.0,4.83,4.88,3.05
3331,0.31,Very Good,G,VVS2,62.9,58.0,4.27,4.31,2.7
3332,1.07,Very Good,G,SI1,63.1,59.0,6.49,6.45,4.08
3333,2.03,Fair,G,I1,66.3,56.0,7.81,7.75,5.16
3334,1.01,Very Good,E,VVS1,63.2,54.0,6.41,6.31,4.02
3335,1.22,Very Good,G,VVS2,61.9,58.0,6.84,6.85,4.24
3336,1.01,Ideal,E,SI2,62.2,54.0,6.43,6.39,3.99
3337,0.71,Very Good,I,VS1,61.1,57.0,5.75,5.8,3.53
3338,0.56,Fair,E,VVS2,57.3,60.0,5.5,5.57,3.17
3339,1.1,Good,E,SI2,63.3,56.0,6.53,6.58,4.15
3340,2.07,Ideal,H,SI1,60.6,56.0,8.38,8.3,5.05
3341,1.06,Very Good,D,VS2,62.8,55.0,6.53,6.56,4.11
3342,1.05,Ideal,I,VS2,60.2,57.0,6.6,6.65,3.99
3343,1.5,Premium,G,I1,60.4,55.0,7.4,7.32,4.45
3344,1.02,Premium,H,SI1,61.8,56.0,6.47,6.42,3.98
3345,2.05,Premium,I,VS2,62.5,59.0,8.07,8.12,5.06
3346,0.58,Ideal,F,VS1,61.9,56.0,5.36,5.33,3.31
3347,1.0,Fair,F,SI1,66.7,57.0,6.07,5.99,4.02
3348,1.02,Very Good,G,SI1,62.8,57.0,6.35,6.38,4.0
3349,1.09,Ideal,E,SI1,61.1,55.0,6.7,6.66,4.08
3350,0.4,Ideal,G,VS2,61.2,57.0,4.73,4.78,2.91
3351,0.4,Good,G,SI2,60.6,55.8,4.76,4.82,2.91
3352,0.31,Very Good,H,SI1,60.5,60.0,4.33,4.4,2.64
3353,0.71,Premium,I,VVS2,61.9,60.0,5.75,5.69,3.54
3354,0.4,Good,H,VVS2,63.2,55.0,4.7,4.73,2.98
3355,0.92,Very Good,F,SI2,62.1,59.0,6.21,6.26,3.87
3356,0.38,Ideal,E,VVS2,61.8,54.2,4.66,4.69,2.89
3357,0.9,Premium,J,VS1,62.1,62.0,6.12,6.05,3.78
3358,0.54,Ideal,H,IF,60.3,55.0,5.29,5.33,3.2
3359,1.01,Premium,F,SI1,62.6,58.0,6.37,6.32,3.97
3360,0.74,Ideal,G,SI1,61.9,56.0,5.8,5.83,3.6
3361,0.42,Ideal,H,VVS2,62.0,57.0,4.79,4.82,2.98
3362,1.2,Very Good,F,VS1,62.9,57.0,6.73,6.78,4.25
3363,1.03,Good,I,I1,57.9,59.0,6.67,6.62,3.85
3364,0.7,Premium,D,VS1,62.9,59.0,5.72,5.66,3.58
3365,2.01,Ideal,G,VS2,63.0,56.0,8.0,7.93,5.02
3366,0.31,Good,H,VS1,63.1,57.0,4.31,4.34,2.73
3367,0.36,Ideal,F,SI1,61.6,56.0,4.62,4.57,2.83
3368,0.4,Premium,I,VVS1,62.7,59.0,4.71,4.67,2.94
3369,0.7,Very Good,F,SI1,60.3,59.0,5.73,5.78,3.47
3370,0.8,Ideal,I,SI1,62.6,56.1,5.87,5.92,3.7
3371,0.3,Ideal,D,VS1,61.0,57.0,4.31,4.32,2.63
3372,0.9,Very Good,G,VS2,63.2,58.0,6.11,6.17,3.88
3373,1.09,Ideal,H,SI1,62.3,55.0,6.58,6.62,4.11
